id_poliza,target_siniestro,edad_conductor_scaled,exposicion_anios_scaled,antiguedad_cliente_anios_scaled,antiguedad_vehiculo_anios_scaled,ncd_score_scaled,score_riesgo_total_scaled,prima_anual_log_scaled,suma_asegurada_log_scaled,monto_siniestros_previos_3anios_log_scaled,severidad_previa_log_scaled,carga_siniestral_previa_log_scaled,ratio_sa_prima_log_scaled,tasa_prima_scaled,es_renovacion,tiene_siniestro_previo,es_conductor_joven,es_adulto_mayor,es_uso_comercial,vehiculo_antiguo,poliza_anual,inicio_en_temporada_alta,inicio_en_verano,sexo_M,cobertura_Total_Plus,uso_Transporte,score_riesgo_edad,score_riesgo_vehiculo
POL-2024030,0,0.22919053735953893,-0.19356850828569888,-0.3570728137021559,1.1222492566810005,0.5699541528111383,-0.13183663208871996,1.1086531011622367,-1.4803446292672315,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.798266234790617,2.3368738033511427,1,0,0,0,0,1,1,0,0,0,0,0,1.0,4.0
POL-2024031,0,1.4004822568105544,-0.19356850828569888,0.3780930040565349,-1.6423370569288547,-1.2781108352454835,-2.7566383569320125,-0.6417872550850521,0.013174342976864872,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.4474552124588505,-0.5445316708808013,1,1,0,0,0,0,1,1,0,1,1,0,2.0,
POL-2024032,1,-0.008007262919665872,1.88557766019657,-0.04309574570104824,-0.9511904785263909,-1.2781108352454835,-0.13183663208872048,-2.0127350457409654,0.21616741788395852,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.5948932756269074,-0.9315686238550124,1,1,0,0,1,0,1,0,0,1,0,0,1.0,2.0
POL-2024033,1,-0.7677750879103732,-0.19356850828569888,-0.07755664340848707,-1.2967637677276227,0.9436625852990422,-0.4897641400218962,-1.651477806705109,-0.32711509495746643,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.9208332700107942,-0.7417679709850649,1,0,0,0,1,0,1,1,0,1,0,1,2.0,1.0
POL-2024034,0,0.5670238931788892,-0.19356850828569888,-0.07755664340848707,-1.1239771231270068,0.9436625852990422,-1.563546663821425,-0.11613827442970132,-0.0178596380621777,1.5223048901956844,-0.24911339237709276,0.06583393425847556,0.04959753551759124,-0.31941986289611796,1,0,0,0,0,0,1,1,1,0,0,0,1.0,1.0
POL-2024035,0,-1.1658264739210875,1.88557766019657,1.407133699486994,1.6406091904828481,-1.2781108352454835,1.5384917382661019,-0.03994806592764084,1.3856898493386798,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.041533674506872,-0.7825054629491156,1,1,0,0,1,1,1,1,1,0,0,1,2.0,4.0
POL-2024036,1,-1.5326461357986536,-0.19356850828569888,-0.8031499895817782,0.9494626120803845,-0.026443551090790902,1.8964192461992784,2.3227808685874196,1.5591084327673157,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.5127316146307551,0.13289987690863736,1,0,1,0,1,1,1,0,0,1,0,0,3.0,4.0
POL-2024037,0,1.5682762256827627,-1.2473823197082188,1.2166415149375418,1.1222492566810005,1.0591666470525811,0.584018383777632,2.3884767598520944,-0.33721693355564347,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.8561410414178792,2.5043077900249378,1,0,0,0,0,1,0,0,0,1,0,0,2.0,4.0
POL-2024038,0,1.2973971542795744,1.88557766019657,-0.04692473433520804,1.2950359012816164,0.9846169340648401,0.584018383777632,-1.6326135114364544,0.8371843447687201,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.7886947784612524,-0.9718465668465419,1,0,0,0,0,1,1,0,1,1,0,0,2.0,4.0
POL-2024039,1,-0.4178981260527505,-0.19356850828569888,-1.4196171596815137,1.1222492566810005,-0.8506498200024697,0.22609087584445606,-0.11189093551107193,0.10953860515444074,1.8843408959863321,-0.24911339237709276,1.1777542364462494,0.14046314174096936,-0.37661132460795343,0,0,0,0,1,1,1,1,0,1,0,0,1.0,4.0
POL-2024040,0,0.45271170027324803,-1.2473823197082188,-0.7131687566790218,-1.4695504123282388,0.09385984840873984,-1.2056191558882488,-0.739123157538795,-1.8139524013371624,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.8147487537950383,0.4669870376402622,1,0,0,0,1,0,0,0,0,1,1,0,1.0,1.0
POL-2024041,0,-1.7145249998681646,-0.19356850828569888,0.426912609142073,-0.08725725552331119,-1.2781108352454835,1.6578009075771611,0.4580430206066324,0.5853919670616031,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.0864959838823305,-0.3430959125205346,1,1,1,0,0,0,1,1,0,0,0,0,3.0,3.0
POL-2024042,0,0.9997771948931019,1.88557766019657,-0.9563095349481722,-1.4695504123282388,-0.2312152949197794,-0.8476916479550725,0.07340777314228329,0.9883006839211053,1.709416744080977,-0.24911339237709276,0.40340487865899455,0.6610221135978511,-0.6416155568530338,1,0,0,0,0,0,1,1,0,1,1,0,2.0,1.0
POL-2024043,1,1.618696067910787,-0.19356850828569888,-0.9563095349481722,-0.6056171893251591,-0.2312152949197794,-0.37045497071083766,1.915778829582675,0.9583596315622561,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.6622060618433293,0.28861280401545664,1,0,0,0,0,0,1,1,1,1,0,0,2.0,2.0
POL-2024044,0,-0.16477827033311668,-0.19356850828569888,-1.7240217560972217,0.43110267827853666,-1.2781108352454835,0.3454000451555149,-0.3292080634854292,-0.2452622994760448,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.033310616034471704,-0.30876714858545,0,1,0,0,1,1,1,1,0,1,1,0,1.0,3.0
POL-2024045,1,1.0604034829162723,-0.19356850828569888,1.2242994922058614,-0.26004390012392714,1.0591666470525811,0.10678170653339773,1.3718937350723126,1.8028832468507971,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.335832800048754,-0.4876696631454075,1,0,0,0,0,0,1,1,0,0,0,0,2.0,3.0
POL-2024046,0,1.3686381459296968,-1.2473823197082188,0.8873484923997947,0.7766759674797685,1.0591666470525811,0.584018383777632,0.10624997690152654,0.033805166781589686,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.06977972020131559,-0.23834659856270032,1,0,0,0,0,1,0,0,1,1,0,0,2.0,4.0
POL-2024047,0,-0.1231359714889191,1.88557766019657,0.4546727767397319,-0.26004390012392714,1.0591666470525811,-0.6090733093329548,-1.8506844421815236,0.12976278980045788,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.4108359579230227,-0.8880892922533684,1,0,0,0,0,0,1,0,1,1,0,0,1.0,3.0
POL-2024048,1,0.6452052679697116,-0.19356850828569888,-1.3727120489130558,-1.6423370569288547,-0.787938473454842,-2.7566383569320125,1.407180427019505,-1.7438176125494755,2.1267141227719537,-0.24911339237709276,1.427898354806823,-2.146295524096052,3.495853279953632,1,0,0,0,1,0,1,1,0,0,0,0,2.0,
POL-2024049,0,-1.5742884346428514,-1.2473823197082188,1.056781239461368,1.2950359012816164,1.0591666470525811,1.8964192461992784,-0.36735843374144317,-0.8488979691662891,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.3803672642370057,0.008929646327346085,1,0,1,0,1,1,0,1,0,0,0,0,3.0,4.0
POL-2024050,0,0.9797725611346145,-0.19356850828569888,-0.6787078589715833,1.6406091904828481,0.13993349077026232,0.584018383777632,0.3656566248854803,-1.0978980881356206,1.4880206199392656,-0.24911339237709276,-0.06034175514698704,-1.0590562586762389,0.8008319539518087,1,0,0,0,0,1,1,1,0,0,0,0,2.0,4.0
POL-2024051,0,1.2369749951723066,-0.19356850828569888,-0.44226781081221256,-0.6056171893251591,0.45604987030626337,-0.37045497071083766,0.3775642437159208,0.31546877621126984,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.0549049955968364,-0.24883544575953598,1,0,0,0,0,0,1,0,1,1,0,0,2.0,2.0
POL-2024052,1,0.9756899828165557,-0.19356850828569888,1.26546112002308,1.1222492566810005,1.0591666470525811,0.584018383777632,0.7197680102593291,0.19252950229572668,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.384600888643437,0.012707743921573705,1,0,0,0,0,1,1,0,0,0,0,0,2.0,4.0
POL-2024053,0,-0.8177866723065912,-0.19356850828569888,-0.8510123475087763,-0.6056171893251591,-0.09043472103734981,-0.37045497071083766,-0.5102068192508152,0.3556639043430327,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.6083718420119841,-0.6190150692119303,1,0,0,0,0,0,1,1,0,1,0,0,2.0,2.0
POL-2024054,1,-0.8677982567028091,-1.2473823197082188,-1.0673502053388078,0.9494626120803845,-0.37967480919579605,0.9419458917108081,-2.320569089673642,-0.3945402249154747,1.95811990273419,-0.24911339237709276,4.587765008089396,1.3565822707764417,-0.8741987599213048,1,0,0,0,1,1,0,0,0,0,1,0,2.0,4.0
POL-2024055,1,1.5848106678709002,-1.2473823197082188,1.7287687447564217,0.08552938907730476,-1.2781108352454835,0.7033275530886914,-2.4591995831685907,-0.3814965908054253,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.4677151270839335,-0.9021111010781353,1,1,0,0,0,1,0,1,0,1,0,0,2.0,3.0
POL-2024056,1,-0.5205749707519247,1.88557766019657,-1.6895608583897832,1.6406091904828481,-1.2115600185010622,-0.13183663208871996,-0.6330604012669756,1.5328688264078743,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.5854176368105661,-0.9294604590420972,0,0,0,0,0,1,1,0,0,0,0,0,1.0,4.0
POL-2024057,0,0.7211412246856016,-0.19356850828569888,0.7303599583992411,-0.778403833925775,1.0591666470525811,-0.012527462777661643,-1.1775542183524292,-0.008971259821445294,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.8168097467330505,-0.7038248871048275,1,0,0,0,1,0,1,0,0,0,0,0,2.0,2.0
POL-2024058,1,-1.1513333208919796,-0.19356850828569888,-0.6653063987520238,0.6038893228791525,0.15785101835529877,0.584018383777632,-0.5256955183145102,-1.1518175667919646,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.48890784449232294,0.10966901328243388,1,0,0,0,0,1,1,0,1,0,0,0,2.0,4.0
POL-2024059,0,0.364323879687279,-0.19356850828569888,0.5379532795327088,-1.6423370569288547,-1.2781108352454835,-2.7566383569320125,0.4625981158521555,0.268339689808454,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.14934991205826872,-0.18026641483944403,1,1,0,0,1,0,1,0,0,1,0,1,1.0,
POL-2024060,0,1.0720388311227387,-0.19356850828569888,-1.369840307437436,-1.1239771231270068,-0.7840990032580485,-0.8476916479550725,-1.6157261181500884,-0.7682962318719657,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.5643599329536437,-0.5994726031863653,1,0,0,0,0,0,1,1,0,1,1,0,2.0,1.0
POL-2024061,1,-0.2460215788624832,-0.19356850828569888,-0.7993210009476184,0.2583160336779207,-0.021324257495066095,-0.6090733093329548,-0.9011579527091919,-0.3565159332363083,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.3583595103020818,-0.49950985935688874,1,0,0,0,0,1,1,1,0,0,0,0,1.0,3.0
POL-2024062,0,-0.3705402175632707,-0.19356850828569888,0.6260200181183851,1.4678225458822323,-1.2781108352454835,0.46470921446657376,0.7675717262635624,0.04738586304903901,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.5224720325301709,0.14251862278719335,1,1,0,0,0,1,1,1,0,1,0,0,1.0,4.0
POL-2024063,0,-0.38176730793793157,1.88557766019657,-1.2214669978637418,-0.778403833925775,-0.5857263764237159,-1.0863099865771901,-1.0959395739658313,0.7145363792617927,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.303012455426895,-0.8599694391464334,1,0,0,0,0,0,1,0,0,1,1,0,1.0,2.0
POL-2024064,0,-0.10313133773043176,-1.2473823197082188,0.7447186657773406,-0.08725725552331119,-1.2781108352454835,0.3454000451555149,-1.2142396329768517,1.6587331533764085,2.1432033095973138,4.827118878511555,5.204392855097609,2.10782322395722,-1.0276978849251766,1,1,0,0,1,0,0,0,0,0,0,1,1.0,3.0
POL-2024065,0,0.3496265977422682,0.757712067430846,1.0778406769492475,-0.9511904785263909,1.0591666470525811,-0.728382478644014,0.7690308349704205,1.0665008147802182,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.22050911275644905,-0.42399354995046334,1,0,0,0,1,0,1,1,1,1,0,0,1.0,2.0
POL-2024066,0,0.4273997147012847,-0.19356850828569888,1.2271712336814815,-0.778403833925775,1.0591666470525811,-0.728382478644014,-1.0690224576807656,1.2014110446680746,1.9377377321502631,-0.24911339237709276,2.4381846281600175,1.6527048042806238,-0.9441414085734492,1,0,0,0,1,0,1,0,0,1,1,0,1.0,2.0
POL-2024067,0,1.01916944190388,1.88557766019657,0.46903148411783147,-1.1239771231270068,1.0591666470525811,-0.8476916479550725,-0.7569519700955557,0.7932197369253531,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.1156505088146302,-0.8058921846029244,1,0,0,0,0,0,1,0,0,0,0,0,2.0,1.0
POL-2024068,0,1.570521643757695,1.88557766019657,-0.4585410125073918,-1.6423370569288547,0.4342928725244334,-2.7566383569320125,-0.2119932495595001,1.4382298813670917,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.2062951097323016,-0.8329216404867227,1,0,0,0,1,0,1,0,0,1,0,0,2.0,
POL-2024069,0,-0.26949640419132,-1.2473823197082188,0.604003333471966,0.43110267827853666,1.0591666470525811,-0.6090733093329548,-0.5349313831752386,-1.2254110777748946,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.5354291611474384,0.15542394548430896,1,0,0,0,0,1,0,0,0,1,1,0,1.0,3.0
POL-2024070,1,-1.0751932352601865,-0.19356850828569888,1.307579994998838,1.6406091904828481,-1.2781108352454835,1.1805642303329258,1.0977450758870988,0.13481204366874966,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.6875267024779261,0.3167910239110777,1,1,0,0,0,1,1,1,1,0,0,0,2.0,4.0
POL-2024071,1,1.3959914206606898,-0.19356850828569888,-0.5236338192881093,0.6038893228791525,0.34726488139711326,0.584018383777632,-0.7667146968531003,-1.1741961782573165,2.105499560430346,-0.24911339237709276,3.830462510003061,-0.3373259903739679,-0.028812423554654482,1,0,0,0,0,1,1,0,0,1,0,0,2.0,4.0
POL-2024072,0,-1.308308457221333,-0.19356850828569888,0.6422932198135647,-1.1239771231270068,1.0591666470525811,0.1067817065333972,-0.05929804665602532,2.8777312437489546,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,2.189075950898568,-1.040104959691229,1,0,1,0,0,0,1,0,0,1,0,0,3.0,1.0
POL-2024073,0,1.241261702406268,1.88557766019657,-1.5019404153159508,-0.26004390012392714,-0.9607146323105511,0.10678170653339773,-0.11019291998453787,-1.5072086531920452,1.5780523325624225,-0.24911339237709276,0.15925803020822873,-1.0248589650005329,0.7501259659723165,0,0,0,0,0,0,1,1,0,1,0,0,2.0,3.0
POL-2024074,0,-1.0168123653119485,1.88557766019657,0.5714569300816074,1.1222492566810005,1.0591666470525811,0.9419458917108081,-0.649139090481223,2.001159923308054,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.9536799257149724,-1.0022160516752954,1,0,0,0,1,1,1,1,1,0,0,0,2.0,4.0
POL-2024075,0,0.1804037264587388,-1.2473823197082188,-0.5217193249710294,-1.2967637677276227,0.3498245281949755,-1.2056191558882488,0.6501078063056217,0.9089932568327244,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.18875402314993067,-0.4055207117286178,1,0,0,0,1,0,0,0,1,1,0,0,1.0,1.0
POL-2024076,0,0.4365855159169164,-0.19356850828569888,0.3283161518124569,0.6038893228791525,1.0591666470525811,-0.13183663208871996,-0.6335246131822596,-0.002155795685205581,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.4301208906628711,-0.5359930416309104,1,0,0,0,0,1,1,1,0,1,0,0,1.0,4.0
POL-2024077,0,1.4423286845706549,1.88557766019657,-1.1602031797171841,-0.6056171893251591,-1.2781108352454835,0.22609087584445606,0.002602580145088053,0.43428109825117434,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.2991016719222935,-0.4679528105808315,1,1,0,0,0,0,1,0,0,1,1,0,2.0,2.0
POL-2024078,0,-0.3001157415767593,-0.19356850828569888,-1.084580654192527,-0.778403833925775,-0.40271163037655733,-0.728382478644014,0.2700417709865063,-0.015607666000313315,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.22117376844513464,-0.12485753931541184,1,0,0,0,1,0,1,0,0,1,1,0,1.0,2.0
POL-2024079,0,-1.3160653560256443,-0.19356850828569888,-0.2891082654458186,0.08552938907730476,0.660821614135252,1.0612550610218674,0.262047490559401,0.7523616634391697,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.34966566957784406,-0.49496271792408336,1,0,1,0,0,1,1,1,0,0,1,0,3.0,3.0
POL-2024080,0,1.4390626219162082,-1.2473823197082188,1.385117014840575,-1.4695504123282388,1.0591666470525811,-0.8476916479550725,-0.7384132376558028,-0.8750697179314547,1.6012009854315346,-0.24911339237709276,0.3974256709292713,-0.1394199983395498,-0.18770004840021667,1,0,0,0,0,0,0,0,0,1,0,0,2.0,1.0
